Nome,CNPJ,Cidade,Contato,Telefone,Equipamento
Vahlis Incorporadora/ Hyperion,11.111.111/1111-371,São Paulo - SP,Daniel,(11)99999-0683,[08/07/2022] - [309] - Mach Pro Turbo
Brito & Cia / MBLR ,11.111.111/1111-372,Teresina  - PI,Jose Brito,(11)99999-0684,[08/07/2022] - [322] - Mach Pro Turbo
Leal Industria e Serviços Ltda,11.111.111/1111-373,Teresina  - PI,Mayson/ Leonardo,(11)99999-0685,[06/07/2022] - [319 aberto ] - Mach Pro Turbo
Marteleto Design,11.111.111/1111-374,Carmo do Cajuru - MG,Silvano,(11)99999-0686,[08/07/2022] - [327 Ab 326 Fat] - Master ATCL
Marteleto Design,11.111.111/1111-375,Carmo do Cajuru - MG,Silvano,(11)99999-0687,[08/07/2022] - [ ] - Master ATCL
Tiago Fragozo Pompeo,11.111.111/1111-376,Balneario do Arroio - SC,Tiago,(11)99999-0688,[12/07/2022] - [323] - Laser 1390
Tiago Fragozo Pompeo,11.111.111/1111-377,Balneario do Arroio - SC,Tiago,(11)99999-0689,[12/07/2022] - [ ] - Laser 1390
Aquarilopa,11.111.111/1111-378,Joinville - SC,,(11)99999-0690,[13/07/2022] - [318] - Spark 2815
Aquarilopa,11.111.111/1111-379,Joinville - SC,,(11)99999-0691,[12/07/2022] - [ ] - Spark 2815
RCA Industria,11.111.111/1111-380,Itajai - SC,Alcides,(11)99999-0692,[14/07/2022] - [324] - Mach Pro Turbo
RCA Industria,11.111.111/1111-381,Itajai - SC,Alcides,(11)99999-0693,[14/07/2022] - [ ] - Mach Pro Turbo
Detaly Móveis / Daniela Iachel,11.111.111/1111-382,Pederneiras - SP,Dani,(11)99999-0694,[28/07/2022] - [321] - Cones/Pinças
R Dos Santos Diniz / Madini,11.111.111/1111-383,Parnaiba - PI,Marcio,(11)99999-0695,[18/07/2022] - [328] - Mach Pro Turbo
Usinagem Perdigão ,11.111.111/1111-384,Perdigão - MG,Marcio,(11)99999-0696,[18/07/2022] - [333] - Spark 8060
D.C de Azevedo / CO2 Energia Solar,11.111.111/1111-385,Varzea Grande - MT,Fernando,(11)99999-0697,[20/07/2022] - [331] - Mach Laser 2513
Godoy Santos Ind,11.111.111/1111-386,Dois Corregos - SP,Antonio,(11)99999-0698,[21/07/2022] - [332] - Master Duo
Godoy Santos Ind,11.111.111/1111-387,Dois Corregos - SP,Antonio,(11)99999-0699,[21/07/2022] - [ ] - Master Duo
Decorblu Ind de Móveis,11.111.111/1111-388,Massaranduba  - SC,Odair ,(11)99999-0700,[26/07/2022] - [335] - Mach Pro Turbo
Estudio 153,11.111.111/1111-389,Toledo - PR,,(11)99999-0701,[28/07/2022] - [338] - Retrofit
Am Móveis Planejados ,11.111.111/1111-390,Águas Mornas - SC,Alexandre,(11)99999-0702,[29/07/2022] - [337] - Lifter
Alejandro Betolaza,11.111.111/1111-393,Canelones Uruguay,Alejandro,(11)99999-0705,[05/08/2022] - [340] - Mach Pro 1S
Fox Educar Ltda,11.111.111/1111-394,Dracena  - SP,Gabriel,(11)99999-0706,[02/08/2022] - [339] - Mach Pro ATCL
J C A Oliveira (Rj Amorins),11.111.111/1111-395,Macae - RJ,Rodrigo,(11)99999-0707,[11/08/2022] - [342] - Mach Pro Turbo
Guidoni Ornamental,11.111.111/1111-396,São Domingos do Norte - ES,Juliano,(11)99999-0708,[10/08/2022] - [341] - Peças reposição
W&M Design (Artesian),11.111.111/1111-399,Pinhais - PR,,(11)99999-0711,[01/09/2022] - [345] - Retrofit
Artefatos Tempo de Viver,11.111.111/1111-400,Curitiba - PR,,(11)99999-0712,[08/09/2022] - [346] - Retrofit
SIW,11.111.111/1111-401,Ipojuca - PE,,(11)99999-0713,[08/09/2022] - [347] - Reposição
Andre Rocha Martins,11.111.111/1111-402,São Paulo - SP,Andre,(11)99999-0714,[05/09/2022] - [348] - Mach Bcam
Versátil Móveis,11.111.111/1111-403,Joinville - SC,Fabio,(11)99999-0715,[14/09/2022] - [350] - Elite ATCL 
Sandra da Silva /Fab Móveis Modular,11.111.111/1111-404,Ipatinga - MG,Josue,(11)99999-0716,[12/09/2022] - [349] - Mach Turbo
Sandra da Silva /Fab Móveis Modular,11.111.111/1111-405,Ipatinga - MG,Josue,(11)99999-0717,[30/09/2022] - [361] - Opcionais
Luratto Móveis,11.111.111/1111-406,São Paulo - SP ,Silvia,(11)99999-0718,[23/09/2022] - [357] - Mach Pro ATCL
Roupa pra Casa,11.111.111/1111-407,Imbituba - SC,Ezequiel,(11)99999-0719,[23/09/2022] - [356] - Mach Laser 1390
Hall Design,11.111.111/1111-408,Ademar - SP,Humberto,(11)99999-0720,[30/09/2022] - [365] - Inclusão 2º Bomba 
ALM ,11.111.111/1111-409,Mandirituba - PR,Fabio,(11)99999-0721,[30/09/2022] - [358] - Dif Mach Laser 1490
LJ Santos,11.111.111/1111-410,Joinville - SC,Lourival,(11)99999-0722,[30/09/2022] - [362] - Mach Pro 4121 ESP
Decor Metric,11.111.111/1111-411,Blumenau - SC,Douglas,(11)99999-0723,[30/09/2022] - [363] - Mach Bcam
DM120 Impressão/Ticcolor,11.111.111/1111-414,Curitiba - PR,Murilo,(11)99999-0726,[04/10/2022] - [366] - Laser 1490
Art Cedro,11.111.111/1111-415,Serra - ES,Rodrigo,(11)99999-0727,[05/10/2022] - [369] - Elite DUO
Edimar Gums - Pica Pau,11.111.111/1111-416,Jaragua do Sul - SC,Edimar,(11)99999-0728,[07/10/2022] - [368] - Plasma/Oxic
Edimar Gums - Pica Pau,11.111.111/1111-417,Jaragua do Sul - SC,Edimar,(11)99999-0729,[07/10/2022] - [368] - Plasma/Oxic
Lucio Valerio Porto,11.111.111/1111-418,Taubaté - SP,Lucio,(11)99999-0730,[05/10/2022] - [367] - Mach Laser 1390
Lucio Valerio Porto,11.111.111/1111-419,Taubaté - SP,Lucio,(11)99999-0731,[05/10/2022] - [ ] - Mach Laser 1390
Hebreus Vinicius da Silveira,11.111.111/1111-420,Florianopolis - SC,Hebreus,(11)99999-0732,[18/10/2022] - [370] - Mach Laser 1390+4º eixo e lente
Hebreus Vinicius da Silveira,11.111.111/1111-421,,,(11)99999-0733,[ ] - [381] - Total
Móveis Indepêndencia,11.111.111/1111-424,São Leopoldo - RS,Felipe,(11)99999-0736,[11/11/2022] - [376] - Mach Pro Turbo
Zirk Móveis,11.111.111/1111-425,Cariacica - ES,Nasirc,(11)99999-0737,[07/11/2022] - [379] - Mach Pro Turbo
Zirk Móveis,11.111.111/1111-426,Cariacica - ES,Nasirc,(11)99999-0738,[07/11/2022] - [ ] - Mach Pro Turbo
Guidoni,11.111.111/1111-427,São Domingos do Norte - ES,,(11)99999-0739,[07/11/2022] - [378] - Retrofit
Gasperin Móveis,11.111.111/1111-428,Carambei - PR,Adilson,(11)99999-0740,[03/11/2022] - [380] - Bcam DUO
Christian Rooslan / Design Móveis,11.111.111/1111-429,São José - SC,Christian,(11)99999-0741,[11/11/2022] - [ ] - Mach Laser 1390 Usada
C A Alfanio & Cia Ltda,11.111.111/1111-430,Campo Largo - PR,Glauber,(11)99999-0742,[16/11/2022] - [382] - Mach Laser 1390
Estudio 153 Letreiros Ltda,11.111.111/1111-431,Toledo - PR,,(11)99999-0743,[21/11/2022] - [383] - Mach Laser 1490 Potencial
Ingomar Bachtold,11.111.111/1111-432,Joinville - SC,Sr Ingo,(11)99999-0744,[22/11/2022] - [385] - Spark 1310
Inapi,11.111.111/1111-433,Maracanau - CE,,(11)99999-0745,[25/11/2022] - [386] - Controladora Eding
Diedro Mobili Industria,11.111.111/1111-434,Curitiba - PR,Everaldo,(11)99999-0746,[24/11/2022] - [392] - Mach Pro Turbo
Estudio 153 Letreiros Ltda,11.111.111/1111-437,Toledo - PR,,(11)99999-0749,[01/12/2022] - [383] - Diferença ref troca das laser
Paulo Henrique de Lacerda / Marcos Paulo,11.111.111/1111-438,Leandro Ferreira  - MG,Marcos,(11)99999-0750,[07/12/2022] - [393] - Spark 8060 2 und
Paulo Henrique de Lacerda / Marcos Paulo,11.111.111/1111-439,Leandro Ferreira  - MG,Marcos,(11)99999-0751,[07/12/2022] - [393] - Spark 8060 2 und
Taigar Ind de Equipamentos de som,11.111.111/1111-440,Salto Veloso - SC,Marcos,(11)99999-0752,[14/12/2022] - [395] - Mach Pro ATCL
Luzki Com. de Prod. em Madeira/ Ket Luzz,11.111.111/1111-441,Taio - SC,Ivan,(11)99999-0753,[16/12/2022] - [397] - Elite Esp 1510 1S
Sabre Coldres Ltda,11.111.111/1111-442,Florianópolis - SC,Edu,(11)99999-0754,[20/12/2022] - [399] - Spark 8060
JMC Publicidade,11.111.111/1111-443,Caieiras - SP,Jose Mauricio,(11)99999-0755,[21/12/2022] - [400] - Mach Pro 2819 1S
JMBWIND Brasil,11.111.111/1111-446,Fortaleza - CE,,(11)99999-0758,[10/01/2023] - [301] - Opcionais
Impressione Com Visual,11.111.111/1111-447,Fortaleza - CE,André,(11)99999-0759,[20/01/2023] - [409] - Spark 2819
Estevan Sgari,11.111.111/1111-448,Selbach - RS,Estevan,(11)99999-0760,[01/01/2023] - [408] - Elite 1280 Esp
Ind e Com de Móveis Zamarchi,11.111.111/1111-449,Irani - SC,Davi/ Ismael,(11)99999-0761,[26/01/2023] - [421] - Mach Pro Turbo
Marmoraria Padilha,11.111.111/1111-450,Quitandinha - PR,Zezinho,(11)99999-0762,[24/01/2023] - [414] - Revo Rock
Marmoraria Padilha,11.111.111/1111-451,Quitandinha - PR,Zezinho,(11)99999-0763,[24/01/2023] - [414] - Revo Rock
Baherein Termoplásticos,11.111.111/1111-452,Campo Grande  - SP,Marcelo,(11)99999-0764,[25/01/2023] - [423] - Revo 3020
Baherein Termoplásticos,11.111.111/1111-453,Campo Grande  - SP,Marcelo,(11)99999-0765,[16/02/2023] - [434] - Revo 3020
Duall Mobili Ambientes,11.111.111/1111-454,Palhoça - SC,Rodrigo/ Lu,(11)99999-0766,[26/01/2023] - [416] - Mach Pro Turbo (pronta entrega)
Duall Mobili Ambientes,11.111.111/1111-455,Palhoça - SC,Rodrigo/Lu,(11)99999-0767,[26/01/2023] - [416] - Mach Pro Turbo (pronta entrega)
Ind de Móveis Rio Verde,11.111.111/1111-456,Conceição do Rio Verde - MG,André,(11)99999-0768,[27/01/2023] - [419/ CANC] - Mach 3D
Ind de Móveis Rio Verde ,11.111.111/1111-457,Conceição do Rio Verde - MG,André,(11)99999-0769,[27/01/2023] - [420] - Mach Pro Turbo Comp
Ind de Móveis Rio Verde ,11.111.111/1111-458,Conceição do Rio Verde - MG,André,(11)99999-0770,[27/01/2023] - [420] - Mach Pro Turbo Comp
Moura & Pereira Comercio,11.111.111/1111-459,São José dos Campos - SP,Luis,(11)99999-0771,[31/01/2023] - [422] - Mach Laser 1490
Seara Industrial de Móveis Ltda ,11.111.111/1111-462,Seara - SC,Maximino,(11)99999-0774,[06/02/2023] - [429] - Bomba de Vácuo 800mbar
Aquarilopa Arte e Artesanato LTDA,11.111.111/1111-463,Joinville - SC,Ariete,(11)99999-0775,[06/02/2023] - [428] - Spark 3019
Aquarilopa Arte e Artesanato LTDA,11.111.111/1111-464,Joinville - SC,Ariete,(11)99999-0776,[06/02/2023] - [428] - Spark 3019
Sofistica Móveis ,11.111.111/1111-465,Teresina - PI,Reis,(11)99999-0777,[08/02/2023] - [431] - Mach Pro Turbo
Sofistica Móveis ,11.111.111/1111-466,Teresina - PI,Reis,(11)99999-0778,[08/02/2023] - [431] - Mach Pro Turbo
Bruna Trevisan / Artes Trevisan ,11.111.111/1111-467,Colombo - PR,Bruna,(11)99999-0779,[16/02/2023] - [433] - Mach Laser 1490 Potencial
Bruna Trevisan / Artes Trevisan ,11.111.111/1111-468,Colombo - PR,Bruna,(11)99999-0780,[16/02/2023] - [433] - Spark 2819
Filtex,11.111.111/1111-469,Blumenau - SC,Jacques,(11)99999-0781,[17/02/2023] - [432] - comando DDCS + braço
Biopark,11.111.111/1111-470,Toledo - PR,Lenon/ Lidia,(11)99999-0782,[20/02/2023] - [437] - Spark 2819
Sucar dos encartes,11.111.111/1111-471,Rio de Janeiro - RJ,Cleiton,(11)99999-0783,[28/02/2023] - [442] - Spark 2819
Sucar dos encartes,11.111.111/1111-472,Rio de Janeiro - RJ,Cleiton,(11)99999-0784,[28/02/2023] - [442] - Spark 2819
Bruna Trevisan / Artes Trevisan ,11.111.111/1111-475,Colombo - PR,Bruna,(11)99999-0787,[01/03/2023] - [433] - 4º eixo rotativo
Filtex,11.111.111/1111-476,Blumenau - SC,Jacques,(11)99999-0788,[01/03/2023] - [432] - Controle MPG
Perfecta Planejados,11.111.111/1111-477,Araruna - PR,Bruno,(11)99999-0789,[02/03/2023] - [443] - lateral mesa
Decorblu,11.111.111/1111-478,Massaranduba - SC,Ismael,(11)99999-0790,[06/03/2023] - [445] - Fresas
Inoplast,11.111.111/1111-479,Rio Claro - SP,,(11)99999-0791,[06/03/2023] - [444] - Sensor Indutivo
Art Cedro,11.111.111/1111-480,Serra - ES,Rodrigo,(11)99999-0792,[08/03/2023] - [446] - Cones e fresas
Ed Móveis,11.111.111/1111-481,Joinville - SC,Edio,(11)99999-0793,[09/03/2023] - [448] - Mach Pro Turbo
Duall Mobili Ambientes,11.111.111/1111-482,Palhoça - SC,Rodrigo/Lu,(11)99999-0794,[10/03/2023] - [449] - Mach Pro Turbo / nova para substituiça
Paulo Henrique de Lacerda/Marcos Paulo,11.111.111/1111-483,Nova Serrana - MG,Marcos,(11)99999-0795,[10/03/2023] - [450] - Spark 8060
Paulo Henrique de Lacerda/Marcos Paulo,11.111.111/1111-484,Nova Serrana - MG,Marcos,(11)99999-0796,[10/03/2023] - [451] - Spark 8060
RCA Industria e Com de Móveis,11.111.111/1111-485,Itajaí - SC,Alcides,(11)99999-0797,[13/03/2023] - [452] - fresas
Filtex,11.111.111/1111-486,Blumenau - SC,Jacques,(11)99999-0798,[13/03/2023] - [453] - peças elétricas
Casa do Corte Eireli,11.111.111/1111-487,Natal - RN,Glaysson,(11)99999-0799,[13/03/2023] - [454] - 2 uni comando DDCS
Brandworks Comunicação Ltda,11.111.111/1111-488,Sao Paulo - SP,Ricardo,(11)99999-0800,[15/03/2023] - [455] - Mach Pro Turbo
Brandworks Comunicação Ltda,11.111.111/1111-489,Sao Paulo - SP,Ricardo,(11)99999-0801,[15/03/2023] - [529] - Laser 1325
Servulo e Servulo,11.111.111/1111-490,Gôiania - GO,José Antonio,(11)99999-0802,[15/03/2023] - [447] - Spark 2819/ mach laser 1390
Filtex,11.111.111/1111-491,Blumenau - SC,Jacques,(11)99999-0803,[16/03/2023] - [456] - Driver digital para easy servo
Marcenaria Independência,11.111.111/1111-492,São Leopoldo - RS,Fernando,(11)99999-0804,[22/03/2023] - [457] - Fresas e pinças
Sofistica,11.111.111/1111-493,Teresina - PI,Reis,(11)99999-0805,[22/03/2023] - [431] - Aditivo de contrato
TAS Equipamentos Ltda,11.111.111/1111-494,Sao Pedro de Alcantara - SC,Marcelo,(11)99999-0806,[24/03/2023] - [458] - MCU4606
TAS Equipamentos Ltda,11.111.111/1111-495,Sao Pedro de Alcantara - SC,Marcelo,(11)99999-0807,[24/03/2023] - [458] - MCU4606
Fábrica de Móveis Modular,11.111.111/1111-496,Ipatinga - MG,Maressa,(11)99999-0808,[27/03/2023] - [459] - Fresa+garra
Estudio 153,11.111.111/1111-497,Toledo - PR,Gerson,(11)99999-0809,[28/03/2023] - [460] - spindle+fresas
Fábrica de Móveis Modular,11.111.111/1111-498,Ipatinga - MG,Maressa,(11)99999-0810,[30/03/2023] - [462] - fresa
Della Flora,11.111.111/1111-502,Tupancireta - RS,Vitor,(11)99999-0814,[03/04/2023] - [463] - Manômetro
JMC Publicidade,11.111.111/1111-503,Caieiras - SP,Jose Mauricio,(11)99999-0815,[04/04/2023] - [465] - Fresas+pinça
4B LTDA,11.111.111/1111-504,Biguaçu - SC,Brendoll,(11)99999-0816,[04/04/2023] - [466] - Sensor Fotoeletrico
Sofistica,11.111.111/1111-505,Teresina - PI,Reis,(11)99999-0817,[05/04/2023] - [431] - Mesa de descarga
M M Lima Moveis Planejados,11.111.111/1111-506,Teresina - PI,Kaynã,(11)99999-0818,[11/04/2023] - [467] - Patins com aba
Ozki,11.111.111/1111-507,Caxias do Sul - RS,Solonine,(11)99999-0819,[18/04/2023] - [468] - Fresas
"Casa ""A"" Ind de Móveis",11.111.111/1111-508,Bento Gonçalves - RS,Gilberto,(11)99999-0820,[24/04/2023] - [469] - Mach Pro Turbo semi nova
"Casa ""A"" Ind de Móveis",11.111.111/1111-509,Bento Gonçalves - RS,Gilberto,(11)99999-0821,[25/04/2023] - [469] - Mach Pro Turbo semi nova
LJ Santos Ind Mecanica Ltda,11.111.111/1111-510,Joinville - SC,Rogerio,(11)99999-0822,[24/04/2023] - [470] - Fresas
Fox Educar Ltda,11.111.111/1111-511,Dracena - SP,Gabriel,(11)99999-0823,[25/04/2023] - [471] - Fresa+pinça
Versátil Móveis Ltda,11.111.111/1111-512,Joinville - SC,Fábio,(11)99999-0824,[25/04/2023] - [472] - Fresas
Ind e Com de Móveis Zamarchi,11.111.111/1111-513,Irani - SC,Davi,(11)99999-0825,[25/04/2023] - [473] - Itens mecânicos
Paloschi Ind de Móveis ,11.111.111/1111-514,Botuverá - SC,Sr Vilmar,(11)99999-0826,[27/04/2023] - [474] - Mach Pro Turbo DUO 2819 Esp
Inoplast,11.111.111/1111-515,São Paulo - SP,Guilherme,(11)99999-0827,[27/04/2023] - [482] - Mach 5 eixos
Inoplast,11.111.111/1111-516,São Paulo - SP,Guilherme,(11)99999-0828,[27/04/2023] - [483] - Elite Esp
Taigar Ind e Equi de Som Ltda,11.111.111/1111-519,Salto Veloso - SC,Bianca,(11)99999-0831,[02/05/2023] - [475] - Fresas+pinças
Vetroresina do Brasil,11.111.111/1111-520,Botucatu - SP,Fabio / Sr Julio,(11)99999-0832,[03/05/2023] - [477] - Elite 2819 2S Usado
Ozki,11.111.111/1111-521,Caxias do Sul - RS,Solonide,(11)99999-0833,[04/05/2023] - [478] - Fresa e Aditivo
Ed Moveis,11.111.111/1111-522,Joinville - SC,Edio,(11)99999-0834,[04/05/2023] - [448] - Aditivo de contrato
Dix Ind de Estofados Ltda,11.111.111/1111-523,Frederico Westphalen - RS,Alisson,(11)99999-0835,[04/05/2023] - [479] - Spark 1455 faca oscilante
Chic top decor/ Inove Eco House,11.111.111/1111-524,Cariacica - ES,Leandro,(11)99999-0836,[05/05/2023] - [480] - Mach pro 5019 2S
Chic top decor/ Inove Eco House,11.111.111/1111-525,Cariacica - ES,Leandro,(11)99999-0837,[05/05/2023] - [480] - Mach pro 5019 2S
D P Medeiros Grafica Eireli,11.111.111/1111-526,Sao Joao de Meriti - RJ,Daniel,(11)99999-0838,[08/05/2023] - [486] - Mach pro 5019 2S
BOLD,11.111.111/1111-527,Jaraguá do Sul - SC,Gabriel,(11)99999-0839,[09/05/2023] - [484] - Garra
FortGlass,11.111.111/1111-528,Fortaleza - CE,Rafael,(11)99999-0840,[09/05/2023] - [485] - Bocal
Fineza Portas,11.111.111/1111-529,Cascavel - PR,Geberson,(11)99999-0841,[10/05/2023] - [488] - Mach Door 2511
Fineza Portas,11.111.111/1111-530,Cascavel - PR,Geberson,(11)99999-0842,[10/05/2023] - [488] - Mach Door 2511
Elisandro Kuntz,11.111.111/1111-531,Chui - RS,Felipe,(11)99999-0843,[12/05/2023] - [490] - Spark 2819
Elisandro Kuntz,11.111.111/1111-532,Chui - RS,Felipe,(11)99999-0844,[12/05/2023] - [490] - Spark 2819
Plastifica,11.111.111/1111-533,Corupa - SC,Joabe,(11)99999-0845,[15/05/2023] - [491] - Retrofit eixo X Plastifica
Taigar Ind e Equi de Som Ltda,11.111.111/1111-534,Salto Veloso - SC,Bianca,(11)99999-0846,[15/05/2023] - [481] - Fresas
Jair Móveis Sob Medida,11.111.111/1111-535,Botuverá - SC,Mari / Karine,(11)99999-0847,[15/05/2023] - [476] - Mach Pro ATCL
AM Moveis Planejados,11.111.111/1111-536,Aguas Mornas - SC,Alexandre,(11)99999-0848,[15/05/2023] - [487] - Botão
Pedro Camilo Nascimento Moveis,11.111.111/1111-537,Colatina - ES,Pedro/ Mario,(11)99999-0849,[15/05/2023] - [493] - Mach Pro Turbo DUO
Cazarotto&Cazarotto,11.111.111/1111-538,Augusto Pestana - RS,Lucas,(11)99999-0850,[16/05/2023] - [492] - Mach ATCL
Direct Press Impressão Digital,11.111.111/1111-539,Campo Grande - MT,Walter,(11)99999-0851,[17/05/2023] - [494] - Acoplador flexível
RCA Ind e Com de Moveis,11.111.111/1111-540,Itajai - SC,Alcides,(11)99999-0852,[18/05/2023] - [495] - Fresas
Taigar Ind e Equi de Som Ltda,11.111.111/1111-541,Salto Veloso - SC,Bianca,(11)99999-0853,[19/05/2023] - [496] - Fresa
LJ Santos Ind Mecanica Ltda,11.111.111/1111-542,Joinville - SC,Rogerio,(11)99999-0854,[19/05/2023] - [497] - Fresas
MLK Portas,11.111.111/1111-543,Ponta Grossa - PR,Iguatamir,(11)99999-0855,[22/05/2023] - [498] - Retrofit
Industria de Moveis Rio Verde,11.111.111/1111-544,Conceição do Rio Verde - MG,Andre,(11)99999-0856,[23/05/2023] - [499] - Cones
Versatil Moveis,11.111.111/1111-545,Joinville - SC,Fabio,(11)99999-0857,[23/05/2023] - [500] - Fresa
Taigar Ind e Equi de Som Ltda,11.111.111/1111-546,Salto Veloso - SC,Bianca,(11)99999-0858,[23/05/2023] - [501] - Fresas
Móveis NN,11.111.111/1111-547,Massaranduba - SC,Narlo/Sr Nelson,(11)99999-0859,[23/05/2023] - [502] - Mach Pro Turbo
Móveis NN,11.111.111/1111-548,Massaranduba - SC,Narlo/Sr Nelson,(11)99999-0860,[23/052023] - [502] - Mach Pro Turbo
SIW Kitts Eólicos,11.111.111/1111-549,Ipojuca - PE,Verllen,(11)99999-0861,[23/05/2023] - [503] - Engrenagem especial
Wohnmobil Motorhome Brasil Ltda,11.111.111/1111-550,Brusque - SC,Claudio,(11)99999-0862,[24/05/2023] - [504] - Spark 2819
Fabribam Ind e Comercio de Moveis,11.111.111/1111-551,Ituporanga - SC,Jaime,(11)99999-0863,[26/05/2023] - [506] - Pinça
Fabribam Ind e Comercio de Moveis,11.111.111/1111-552,Ituporanga - SC,Jaime,(11)99999-0864,[13/06/2023] - [524] - Pinça
Estofados Jardim,11.111.111/1111-553,Jaraguá do Sul - SC,Claudete,(11)99999-0865,[26/05/2023] - [507] - Mach Pro ATCL c/ 4º eixo
Nuvem Sublimação Ltda,11.111.111/1111-556,Vila Velha - ES,Ananda,(11)99999-0868,[01/06/2023] - [505] - Faca tangencial
Taigar Ind e Equi de Som Ltda,11.111.111/1111-557,Salto Veloso - SC,Bianca,(11)99999-0869,[01/06/2023] - [508] - Fresas
Plastifica (Kasabelle),11.111.111/1111-558,Corupa - SC,Joabe,(11)99999-0870,[01/06/2023] - [491] - Cones
Marcos Martins Liborio,11.111.111/1111-559,Campinas - SP,Marcos/Laura,(11)99999-0871,[02/06/2023] - [509] - Spark 2819
Móveis Udmar,11.111.111/1111-560,Massaranduba - SC,Marcos,(11)99999-0872,[02/06/2023] - [510/532] - Mach Pro Turbo DUO
Fabrica de Móveis Modular,11.111.111/1111-561,Ipatinga - MG,Maressa,(11)99999-0873,[05/06/2023] - [511] - Fresas
Taigar Ind e Equi de Som Ltda,11.111.111/1111-562,Salto Veloso - SC,Bianca,(11)99999-0874,[05/06/2023] - [512] - Fresas
Dominus Ind e Com,11.111.111/1111-563,Marco - CE,Neto,(11)99999-0875,[05/06/2023] - [513] - Mach Pro Turbo
Adilson Moreira da Silva,11.111.111/1111-564,Jaraguá do Sul  - SC,Black,(11)99999-0876,[05/06/2023] - [514] - Spark 2819
Adilson Moreira da Silva,11.111.111/1111-565,Jaraguá do Sul  - SC,Black,(11)99999-0877,[05/06/2023] - [514] - Spark 2819
Ind CLM Esquadrias de Aluminio,11.111.111/1111-566,Campina Grande - PB,Caio,(11)99999-0878,[05/06/2023] - [515] - Spark 2819
Ind CLM Esquadrias de Aluminio,11.111.111/1111-567,Campina Grande - PB,Caio,(11)99999-0879,[05/06/2023] - [516] - Spark 2819
T.O Dos Santos Fab de Moveis Planejados / Line Móveis,11.111.111/1111-568,Balsas - MA,Tadeu,(11)99999-0880,[05/06/2023] - [518] - Edge 7
SIW Kitts Eólicos,11.111.111/1111-569,Ipojuca - PE,Verllen,(11)99999-0881,[06/06/2023] - [519] - Eixo X
Lucas Kaczorowski,11.111.111/1111-570,Corupá - SC,Lucas,(11)99999-0882,[07/06/2023] - [S/N] - Coletor de pó usado
RCA Boutique Du Movel,11.111.111/1111-571,Itajaí - SC,Alcides,(11)99999-0883,[12/06/2023] - [520] - Broca 2.5mm
Embreex Ind e Com Ltda,11.111.111/1111-572,Brusque - SC,Ignácio,(11)99999-0884,[12/06/2023] - [522] - Retrofit (acessório vácuo)
Ind e Com de Móveis Zamarchi,11.111.111/1111-573,Irani - SC,Samuel,(11)99999-0885,[13/06/2023] - [523] - Fresas e pinça
Servulo e Servulo ,11.111.111/1111-574,Goiania - GO,Jose Antonio,(11)99999-0886,[14/06/2023] - [489] - Fiber Laser
Fox Educar,11.111.111/1111-575,Dracena - SP,Gabriel,(11)99999-0887,[16/06/2023] - [525] - Fresas
Gmad Chapecomp Suprimentos,11.111.111/1111-576,Chapecó - SC,Ivar,(11)99999-0888,[16/06/2023] - [526] - Patins 25 CPC
LJ Santos Ind Mecanica Ltda,11.111.111/1111-577,Joinville - SC,Rogério,(11)99999-0889,[19/06/2023] - [527] - Fresas
Marteleto Design Ltda,11.111.111/1111-578,Carmo do Cajuru - MG,Silvano,(11)99999-0890,[20/06/2023] - [528] - Fresas
D P Medeiros,11.111.111/1111-579,São João de Meriti - RJ,Daniel,(11)99999-0891,[23/06/2023] - [530] - Mach Laser 1325
D P Medeiros,11.111.111/1111-580,São João de Meriti - RJ,Daniel,(11)99999-0892,[23/06/2023] - [530] - Mach Laser 1325
J Pacheco dos Santos ME,11.111.111/1111-581,Alvorada - RS,Patricia,(11)99999-0893,[23/06/2023] - [531] - Garras
Inprex Com. Visual Eireli,11.111.111/1111-582,Balneário Camboriú - SC,Thiago,(11)99999-0894,[26/06/2023] - [533] - Patins 15CSK sem abas
Zanetti Marcenaria Ltda,11.111.111/1111-583,Colatina - ES,Alessandra,(11)99999-0895,[26/06/2023] - [534] - Mach Pro Turbo DUO
Zanetti Marcenaria Ltda,11.111.111/1111-584,Colatina - ES,Alessandra,(11)99999-0896,[26/06/2023] - [534] - Mach Pro Turbo DUO
RCA Boutique Du Movel,11.111.111/1111-585,Itajaí - SC,Alcides,(11)99999-0897,[28/06/2023] - [535] - fresas
Plasmovac Plasticos Moldados a vácuo,11.111.111/1111-586,Rio Claro - SP,Matheus,(11)99999-0898,[29/06/2023] - [536] - Patins 25 CPC
Taigar Ind e Equi de Som Ltda,11.111.111/1111-587,Salto Veloso - SC,Marcos,(11)99999-0899,[29/06/2023] - [538] - Mach Pro ATCL
LJ Santos Ind Mecanica Ltda,11.111.111/1111-588,Joinville - SC,Rogério,(11)99999-0900,[30/06/2023] - [537] - Fresas
GL Moveis Planejados Ltda,11.111.111/1111-589,Sao Luis  - MA,Luciano,(11)99999-0901,[30/06/2023] - [521] - Elos esteira
Wilian Attrot,11.111.111/1111-590,Rolândia - PR,Wilian,(11)99999-0902,[30/06/2023] - [539] - Mach Laser 1325
Gasperin Móveis,11.111.111/1111-594,Carambei - PR,Adilson,(11)99999-0906,[06/07/2023] - [541] - Fresas
Felipe Pires Pereira/Petra Moveis,11.111.111/1111-595,Campo Mourão - PR,Felipe/Igor,(11)99999-0907,[12/07/2023] - [544] - Spark 2819
